"text","text_raw","name","keywords","upper_text","lower_text","brackets_text","id","year","color","province","region","producer","designation","variety","country","id_conf","year_conf","color_conf","province_sim","region_sim","producer_sim","designation_sim","variety_sim","brackets_conf","upper_text_hit","lower_text_hit","brackets_text_hit","inspect","dictionary_hit","any_hit","table","file","file_id","file_number","name_id","l","b","r","t","name_center_x_orig","name_center_y_orig"
"CHHANTI SAINT ANDREA 2","575 CHHANTI ST. ANDREA 19682................, edsiie s 0s ininiee ie sin eB baa e","CHHANTI ST. ANDREA 2","character(0)","CHHANTI SAINT ANDREA","NULL","NULL","575","1968","NULL","NULL","NULL","NULL","NULL","NULL","NULL","96.6103134155273","3.68007659912109","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3727","UCD_Lehmann_3727","3727","3727_1_12",641.5,4064,2897.5,4123,1761.7525064987,4091.8381894037
"CHIANTI RISERVA DUCALE Buffing to sess cus ars sires fia","473 CHIANTI RISERVA DUCALE, Buffing to sess cus ars sires fia","CHIANTI RISERVA DUCALE, Buffing to sess cus ars sires fia","character(0)","CHIANTI RISERVA DUCALE","Buffing to sess cus ars sires fia","NULL","473","NULL","NULL","NULL","Chianti","NULL","Riserva","NULL","Italy","96.8575439453125","NULL","NULL","NULL","0.318181818181818","NULL","0.318181818181818","NULL","NULL","designation","NULL","NULL","region (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3727","UCD_Lehmann_3727","3727","3727_1_13",641.5,4198,2897.5,4248,1760.83430738114,4221.33493419051
"SOAVE Cantina Sociale ic inci vs aiieiiil dans as asin r","579 SOAVE 1984, Cantina Sociale: ic inci vs aiieiiil dans as asin r","SOAVE , Cantina Sociale ic inci vs aiieiiil dans as asin r","character(0)","SOAVE","Cantina Sociale ic inci vs aiieiiil dans as asin r","NULL","579","1984","NULL","NULL","list(region = ""Soave"")","Canti","Cantina","NULL","Italy","97.0162200927734","64.6368103027344","NULL","NULL","1","0.1","0.14","NULL","NULL","region","designation","NULL","producer (submatch lower_text); designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3727","UCD_Lehmann_3727","3727","3727_1_14",642.5,4474,2897.5,4540,1759.32063806071,4505.33134051494
""" VERDICCHIO Or Fe Vii nici ies sins shasas sans san Capit sh","5028"" VERDICCHIO, Or. Fe: Vii. nici ies sins shasas sans san Capit sh",""" VERDICCHIO, Or. Fe Vii. nici ies sins shasas sans san Capit sh","character(0)","VERDICCHIO",""" Or Fe Vii nici ies sins shasas sans san Capit sh","NULL","5028","NULL","NULL","NULL","NULL","NULL","NULL","list(variety = ""Verdicchio"")","NULL","63.461597442627","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","variety","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3727","UCD_Lehmann_3727","3727","3727_1_15",644.5,4612,2897.5,4674,1759.35632659197,4641.33501225335
"CHIANTI BIANCO Antinork 0 iis ce vevinivvnva ov ve vasismains adriop","610 CHIANTI BIANCO, Antinork. 0. iis ce vevinivvnva ov ve vasismains adriop","CHIANTI BIANCO, Antinork. 0. iis ce vevinivvnva ov ve vasismains adriop","character(0)","CHIANTI BIANCO","Antinork 0 iis ce vevinivvnva ov ve vasismains adriop","NULL","610","NULL","NULL","NULL","NULL","NULL","list(designation = ""Chianta Bianco"")","NULL","NULL","96.2376861572266","NULL","NULL","NULL","NULL","NULL","0.928571428571429","NULL","NULL","designation","NULL","NULL","designation (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3727","UCD_Lehmann_3727","3727","3727_1_16",643.5,4693,2897.5,4754,1758.28556673593,4721.82944357211
"yn WINE & SPIRITS MERCHAN 679 Madison Ave At 61 Saint New York N Y 10021 TEmpleton 8","yn WINE & SPIRITS MERCHAN 679 Madison Ave. At 61 St., New York, N. Y. 10021 - TEmpleton 8  ","yn WINE & SPIRITS MERCHAN 679 Madison Ave. At 61 St., New York, N. Y. 10021 - TEmpleton 8","character(0)","NULL","yn & SPIRITS MERCHAN 679 Madison Ave At 61 Saint New York N Y 10021 TEmpleton 8","NULL","NULL","NULL","NULL","New York","NULL","NULL","Temple","NULL","US","NULL","NULL","NULL","0.10126582278481","NULL","NULL","0.0759493670886076","NULL","NULL","NULL","designation","NULL","province (submatch lower_text); designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3727","UCD_Lehmann_3727","3727","3727_1_17",640.7,5059,2897.5,5209,1753.97501707985,5132.3091984464
"We are proud to inform you that Barrel No 9204 of ou","  We are proud to inform you that Barrel No. 9204 of ou","We are proud to inform you that Barrel No. 9204 of ou","character(0)","NULL","We are proud to inform you that Barrel No 9204 of ou","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Barrel","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.115384615384615","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_1",651.333333333333,1418,2712,1484,1673.64491558903,1452.67021291833
"KASELER HITZLAY HERRENBERG BEERENAUSLESE","R1 KASELER HITZLAY-HERRENBERG BEERENAUSLESE .......","KASELER HITZLAY-HERRENBERG BEERENAUSLESE","character(0)","KASELER HITZLAY HERRENBERG BEERENAUSLESE","NULL","NULL","R1","NULL","NULL","NULL","NULL","NULL","Beerenauslese","NULL","NULL","90.5861511230469","NULL","NULL","NULL","NULL","NULL","0.325","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_2",651.333333333333,2599,2712,2681,1679.80562757429,2641.65425218371
"i AEs Pa Aap tyr Tl WW fll Wl ~~ le Sl’ RE NT I TH a TH IN","i AEs Pa Aap tyr. Tl WW fll, Wl ~~ le Sl’ RE NT I TH a. TH IN... TAT (RN BT ae a TE TT aT TT aay TTT Tr TE Te Thy Teo because surely all of these will be spoken for quickly. Available for delivery in n July. . Fu","i AEs Pa Aap tyr. Tl WW fll, Wl ~~ le Sl’ RE NT I TH a. TH IN","character(0)","NULL","i AEs Pa Aap tyr Tl fll Wl ~~ le Sl’ RE NT I TH a TH IN","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_3",651.333333333333,2939,2712,3014,1681.54917642461,2978.14973512131
"JOSEPHSHOEFER FEINE AUSLESE Fuder 9037","R2 JOSEPHSHOEFER FEINE AUSLESE, Fuder 9037 .............","JOSEPHSHOEFER FEINE AUSLESE, Fuder 9037","character(0)","JOSEPHSHOEFER FEINE AUSLESE","Fuder 9037","NULL","R2","NULL","NULL","NULL","NULL","Joseph","Auslese","NULL","Australia","91.960578918457","NULL","NULL","NULL","NULL","0.222222222222222","0.259259259259259","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_4",651.333333333333,3034.5,2712,3117.5,1682.06472801631,3077.6483994669
"PIESPORTER GOLDTROEPFCHEN FEINSTE SPAET AUSLESE 1","R4 PIESPORTER GOLDTROEPFCHEN FEINSTE SPAET-AUSLESE 1","PIESPORTER GOLDTROEPFCHEN FEINSTE SPAET-AUSLESE 1","character(0)","PIESPORTER GOLDTROEPFCHEN FEINSTE SPAET AUSLESE","NULL","NULL","R4","NULL","NULL","NULL","NULL","NULL","Auslese","NULL","NULL","92.2378921508789","NULL","NULL","NULL","NULL","NULL","0.148936170212766","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_5",651.333333333333,3361.5,2712,3444.5,1683.75905334784,3404.64400992929
"TROCKENBEERENAUSLESE i","TROCKENBEERENAUSLESE .i..0. iit vin vi iedhlivaais","TROCKENBEERENAUSLESE .i","character(0)","TROCKENBEERENAUSLESE","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","list(designation = ""Trockenbeerenauslese"")","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","designation","NULL","NULL","NULL","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_6",651.333333333333,3771,2712,3853.5,1685.87955072375,3813.88851629544
"0 SCHARZHOFBERGER 3 — T — Best vineyard of Saar","R8 0. SCHARZHOFBERGER 3 — T — Best vineyard of Saar. ...24.75 Now","0. SCHARZHOFBERGER 3 — T — Best vineyard of Saar","character(0)","SCHARZHOFBERGER","0 3 — T — Best vineyard of Saar","NULL","R8","NULL","NULL","NULL","NULL","Berger","Scharzhof","NULL","Austria","78.9930725097656","NULL","NULL","NULL","NULL","0.4","0.6","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_7",651.333333333333,4515,2712,4648,1689.86536039126,4583.12819014313
"KASELER HITZLAY — A delightful Ruwer","R9 KASELER HITZLAY — A delightful Ruwer","KASELER HITZLAY — A delightful Ruwer","character(0)","KASELER HITZLAY","— A delightful Ruwer","NULL","R9","NULL","NULL","NULL","NULL","NULL","Kaseler","NULL","NULL","85.0138931274414","NULL","NULL","NULL","NULL","NULL","0.466666666666667","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_8",651.333333333333,4645,2712,4729,1690.41200052115,4688.62677394675
"NIEDERMEMMINGER SPATLESE | se FITITRIL Ye PAYNE Say TY","R10 NIEDERMEMMINGER SPATLESE | se FITITRIL Ye, PAYNE Say TY","NIEDERMEMMINGER SPATLESE | se FITITRIL Ye, PAYNE Say TY","character(0)","NIEDERMEMMINGER SPATLESE","| se FITITRIL Ye PAYNE Say TY","NULL","R10","NULL","NULL","NULL","NULL","NULL","Spatlese","NULL","NULL","96.0272979736328","NULL","NULL","NULL","NULL","NULL","0.333333333333333","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_9",651.333333333333,4722,2712,4811,1690.82392365221,4768.12570676558
"GRAACHER HIMMELREICH — T — Fragrant light","R11  GRAACHER HIMMELREICH — T — Fragrant, light ....31.75","GRAACHER HIMMELREICH — T — Fragrant, light","character(0)","GRAACHER HIMMELREICH","— T — Fragrant light","NULL","R11","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","65.1508941650391","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_10",651.333333333333,4857,2712,4947,1691.52600647307,4903.62388785933
"GRAACHER v NT d HIMMELREICH } i 7 3 ’ — r T — Fragrant light ‘","R11  GRAACHER v NT d HIMMELREICH } i 7? 3 ’ — r T — Fragrant, light ‘ .. ..31.75","GRAACHER v NT d HIMMELREICH } i 7? 3 ’ — r T — Fragrant, light ‘","character(0)","GRAACHER","v NT d HIMMELREICH } i 7 3 ’ — r T — Fragrant light ‘","NULL","R11","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","62.6080780029297","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_11",651.333333333333,4832,2712,4962,1691.50009935791,4898.62395497764
"PIE ESPORTER GOLDTROPFCHEN — T Site v 04 8 0 000 ve ee","R12 PIE ESPORTER GOLDTROPFCHEN — T Site v.04 8 0.000 ve ee","PIE ESPORTER GOLDTROPFCHEN — T Site v.04 8 0.000 ve ee","character(0)","PIE ESPORTER GOLDTROPFCHEN","— T Site v 04 8 0 000 ve ee","NULL","R12","NULL","NULL","NULL","NULL","NULL","list(designation = ""Piesporter Goldtropfchen"")","NULL","NULL","29.0889892578125","NULL","NULL","NULL","NULL","NULL","0.923076923076923","NULL","NULL","designation","NULL","NULL","designation (decent upper_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_12",651.333333333333,4936,2712,5027,1691.93792960413,4983.12282067816
"Ar JUsEFASHOUNER — Best vineyard of Graach [SE TEL A fg Sia fds tutes “oir i — ——— I ——— G0 Gi Se eee es","N10 Ar JUsEFASHOUNER — Best vineyard of Graach [SE TEL A fg Sia fds tutes: “oir i. — ;——— I. _——— G0 Gi Se eee es","Ar JUsEFASHOUNER — Best vineyard of Graach [SE TEL A fg Sia fds tutes “oir i. — ;——— I. _——— G0 Gi Se eee es","character(0)","EFASHOUNER","Ar JUs — Best vineyard of Graach [SE TEL A fg Sia fds tutes “oir i — ——— I ——— G0 Gi Se eee es","NULL","N10","NULL","NULL","NULL","NULL","NULL","Vineyard","NULL","NULL","44.8955535888672","NULL","NULL","NULL","NULL","NULL","-0.106382978723404","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_13",651.333333333333,5082,2712,5171,1692.68923594379,5128.12087424711
"ANY FPlLLOFURNIT LK GULUAXRUPFUHEN AUSLESE — T XA EY Fe ml ol Zhe om orboas i aii da Td","ANY FPlLLOFURNIT LK  GULUAXRUPFUHEN AUSLESE — T XA EY Fe ml ol Zhe om orboas: i aii da Td","ANY FPlLLOFURNIT LK GULUAXRUPFUHEN AUSLESE — T XA EY Fe ml ol Zhe om orboas i aii da Td","character(0)","NULL","FPlLLOFURNIT LK GULUAXRUPFUHEN AUSLESE — T XA EY Fe ml ol Zhe om orboas i aii da Td","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Auslese","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.0602409638554217","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_14",651.333333333333,5168,2712,5242,1693.09597765182,5206.61982048961
"tile sin ews nies se nvir sven BABYS","10s tile sin ews nies se nvir sven BABYS","tile sin ews nies se nvir sven BABYS","character(0)","BABYS","tile sin ews nies se nvir sven","NULL","10s","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","41.7476844787598","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","1","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_1_15",651.333333333333,5302,2712,5377,1693.79287904964,5341.11801500702
"0 SCHARZHOFBERGER 3 — T — Best vineyard of Saar","R8 0. SCHARZHOFBERGER 3 — T — Best vineyard of Saar. ...24.75","0. SCHARZHOFBERGER 3 — T — Best vineyard of Saar","character(0)","SCHARZHOFBERGER","0 3 — T — Best vineyard of Saar","NULL","R8","NULL","NULL","NULL","NULL","Berger","Scharzhof","NULL","Austria","78.9930725097656","NULL","NULL","NULL","NULL","0.4","0.6","NULL","NULL","designation","NULL","NULL","producer (submatch upper_text); designation (submatch upper_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_2_1",668.333333333333,4515,2452,4645,1568.35921923169,4582.25775317703
"KASELER HITZLAY — A delightful Ruwer","R9 KASELER HITZLAY — A delightful Ruwer","KASELER HITZLAY — A delightful Ruwer","character(0)","KASELER HITZLAY","— A delightful Ruwer","NULL","R9","NULL","NULL","NULL","NULL","NULL","Kaseler","NULL","NULL","86.773078918457","NULL","NULL","NULL","NULL","NULL","0.466666666666667","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_2_2",668.333333333333,4645,2452,4727,1568.9084500731,4688.25633026882
"NIEDERMEMMINGER SPATLESE IP si nl rok","R10 NIEDERMEMMINGER SPATLESE IP si nl rok","NIEDERMEMMINGER SPATLESE IP si nl rok","character(0)","NIEDERMEMMINGER SPATLESE IP","si nl rok","NULL","R10","NULL","NULL","NULL","NULL","NULL","Spatlese","NULL","NULL","96.0272979736328","NULL","NULL","NULL","NULL","NULL","0.296296296296296","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_2_3",668.333333333333,4722,2452,4808,1569.31778249264,4767.25526979949
"NLL Sh AALS HIMMELREICH — T — Fragrant light","NLL Sh AALS HIMMELREICH — T — Fragrant, light . ...3:","NLL Sh AALS HIMMELREICH — T — Fragrant, light","character(0)","NULL","Sh AALS HIMMELREICH — T — Fragrant light","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","FALSE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_2_4",668.333333333333,4867,2452,4943,1570.04318171715,4907.25339048675
"PIE ESPORTER 'GOLDTROPFCHEN — T PEE in A nama ania fh 7 Site v 04 8 0 000 ve ee","R12 PIE ESPORTER 'GOLDTROPFCHEN — T PEE in A nama ania fh 7 Site v.04 8 0.000 ve ee","PIE ESPORTER 'GOLDTROPFCHEN — T PEE in A nama ania fh 7 Site v.04 8 0.000 ve ee","character(0)","PIE ESPORTER 'GOLDTROPFCHEN","— T PEE in A nama ania fh 7 Site v 04 8 0 000 ve ee","NULL","R12","NULL","NULL","NULL","NULL","NULL","list(designation = ""Piesporter Goldtropfchen"")","NULL","NULL","29.0889892578125","NULL","NULL","NULL","NULL","NULL","0.888888888888889","NULL","NULL","designation","NULL","NULL","designation (decent upper_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_2_5",668.333333333333,4936,2452,5024,1570.43178844456,4982.25238371207
"— Best Q vineyard > of ~ Graach","— Best Q vineyard > of ~ Graach .........34.75","— Best Q vineyard > of ~ Graach","character(0)","NULL","— Best Q vineyard > of ~ Graach","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Vineyard","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.193548387096774","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_2_6",668.333333333333,5083,2452,5159,1571.1623690921,5123.25049097567
"Kilo FloPORTER GOLDTROPFCHEN AUSLESE — T XAT Fm Ne Baw on sins sf Lg","Kilo  FloPORTER GOLDTROPFCHEN AUSLESE — T XAT Fm Ne Baw on sins sf Lg","Kilo FloPORTER GOLDTROPFCHEN AUSLESE — T XAT Fm Ne Baw on sins sf Lg","character(0)","PORTER GOLDTROPFCHEN AUSLESE","Kilo Flo — T XAT Fm Ne Baw on sins sf Lg","NULL","NULL","NULL","NULL","NULL","NULL","NULL","list(designation = ""Piesporter Goldtropfchen Auslese"")","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.875","NULL","NULL","designation","NULL","NULL","designation (decent upper_text); ","TRUE","TRUE","2","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_2_7",668.333333333333,5159,2452,5240,1571.56911080012,5201.74943721817
"bY A Now In Fall Per ( R8 SCHARZHOFBERGER — T — Best vineyard of Saar","bY A Now In Fall Per ( R8 SCHARZHOFBERGER — T — Best vineyard of Saar. . ..24.75 30.75 6.","bY A Now In Fall Per ( R8 SCHARZHOFBERGER — T — Best vineyard of Saar","character(0)","NULL","b Now In Fall Per ( R8 SCHARZHOFBERGER — T — Best vineyard of Saar","NULL","NULL","NULL","NULL","NULL","NULL","Berger","Scharzhof","NULL","Austria","NULL","NULL","NULL","NULL","NULL","0.0303030303030303","0.0757575757575758","NULL","NULL","NULL","designation","NULL","producer (submatch lower_text); designation (submatch lower_text); ","TRUE","TRUE","3","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_3_1",694,4531,3079,4647,1894.73480478381,4589.56676131457
"KASELER HITZLAY — A delightful Ruwer Seine ase 24 75 30 75 6","R9 KASELER HITZLAY — A delightful Ruwer Seine ase 24.75 30.75 6.","KASELER HITZLAY — A delightful Ruwer Seine ase 24.75 30.75 6.","character(0)","KASELER HITZLAY","— A delightful Ruwer Seine ase 24 75 30 75 6","NULL","R9","NULL","NULL","NULL","NULL","NULL","Kaseler","NULL","NULL","85.6424865722656","NULL","NULL","NULL","NULL","NULL","0.466666666666667","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","3","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_3_2",691,4645,3079,4729,1893.74260437646,4687.5732179302
"NIEDERMEMMINGER SPATLESE sv dues Bde 30 75 37 75 7 ™ SS tian wea a Yon ll i AO a 2s","R10 NIEDERMEMMINGER SPATLESE sv dues Bde 30.75 37.75 7. ™ SS tian wea a Yon ll i AO a 2s","NIEDERMEMMINGER SPATLESE sv dues Bde 30.75 37.75 7. ™ SS tian wea a Yon ll i AO a 2s","character(0)","NIEDERMEMMINGER SPATLESE","sv dues Bde 30 75 37 75 7 ™ SS tian wea a Yon ll i AO a 2s","NULL","R10","NULL","NULL","NULL","NULL","NULL","Spatlese","NULL","NULL","95.0520629882812","NULL","NULL","NULL","NULL","NULL","0.333333333333333","NULL","NULL","designation","NULL","NULL","designation (submatch upper_text); ","TRUE","TRUE","3","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_3_3",691,4722,3079,4811,1894.15452750752,4767.07215074904
"GRAACHER HIMMELREICH — T — Fragrant light","R11 GRAACHER HIMMELREICH — T — Fragrant, light . ...31.75 39.75 8 a hh A EE GET 8","GRAACHER HIMMELREICH — T — Fragrant, light","character(0)","GRAACHER HIMMELREICH","— T — Fragrant light","NULL","R11","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","58.4493675231934","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","FALSE","TRUE","3","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_3_4",694,4851,3079,4945,1896.33586450075,4898.56261340289
"° PIE ESPORTER GOLDTROPFCHEN — Bid coe nin ss 34 75 42 75 8","R12 ° PIE ESPORTER GOLDTROPFCHEN — Bid coe nin ss 34.75 42.75 8.","° PIE ESPORTER GOLDTROPFCHEN — Bid coe nin ss 34.75 42.75 8.","character(0)","PIE ESPORTER GOLDTROPFCHEN","° — Bid coe nin ss 34 75 42 75 8","NULL","R12","NULL","NULL","NULL","NULL","NULL","list(designation = ""Piesporter Goldtropfchen"")","NULL","NULL","87.8539962768555","NULL","NULL","NULL","NULL","NULL","0.923076923076923","NULL","NULL","designation","NULL","NULL","designation (decent upper_text); ","TRUE","TRUE","3","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_3_5",693,4936,3079,5028,1896.27111074729,4982.56407652676
"JOSEPHSHOFER — Best vineyard of Graach TN A A A ZZ AN ZR ER Ra — aan TRIE Sn vie rine 34 75 42 75 8","R13 JOSEPHSHOFER — Best vineyard of Graach TN A A A ZZ AN ZR ER Ra — aan TRIE Sn vie rine 34.75 42.75 8.","JOSEPHSHOFER — Best vineyard of Graach TN A A A ZZ AN ZR ER Ra — aan TRIE Sn vie rine 34.75 42.75 8.","character(0)","JOSEPHSHOFER","— Best vineyard of Graach TN A A A ZZ AN ZR ER Ra — aan TRIE Sn vie rine 34 75 42 75 8","NULL","R13","NULL","NULL","NULL","NULL","Joseph","Vineyard","NULL","Australia","57.9221115112305","NULL","NULL","NULL","NULL","0.5","0.0465116279069767","NULL","NULL","producer","designation","NULL","producer (submatch upper_text); designation (submatch lower_text); ","TRUE","TRUE","3","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_3_6",694,5071,3079,5162,1897.46800543328,5117.05968033265
"AND J TAO EUN IRB SDS NoPe CHEN AUSLESE — T XAT Fo rnYeX 4m me nim So AA 55 75 9","AND J TAO EUN IRB SDS NoPe CHEN AUSLESE — -T XAT Fo rnYeX 4m me nim. So AA 55.75 9,","AND J TAO EUN IRB SDS NoPe CHEN AUSLESE — -T XAT Fo rnYeX 4m me nim. So AA 55.75 9,","character(0)","AND J TAO EUN IRB SDS","NoPe CHEN AUSLESE — T XAT Fo rnYeX 4m me nim So AA 55 75 9","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Auslese","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.0862068965517241","NULL","NULL","NULL","designation","NULL","designation (submatch lower_text); ","TRUE","TRUE","3","/Users/janecarlen/Documents/DSI/wine-price-extraction/dsi/Data/price_table_output//UCD_Lehmann_3737","UCD_Lehmann_3737","3737","3737_3_7",694,5170,3079,5244,1897.9369242177,5207.5584654912
